"Portion_code","Portion_description","Start_date","End_date"
62133,"1 small or frozen (approx 3"" dia)",2017-01-01,2018-12-31
62134,"1 small or thin (include Famous Brand Chocolate Wafers)",2017-01-01,2018-12-31
62135,"1 small or thin (include NuSystem Lemon Wafer Crunch)",2017-01-01,2018-12-31
62136,"1 small or thin cut (3 oz, with bone, raw) (yield after cooking, bone and fat removed)",2017-01-01,2018-12-31
62137,"1 small or thin cut (3 oz, with bone, raw) (yield after cooking, bone removed)",2017-01-01,2018-12-31
62138,"1 small or thin slice",2017-01-01,2018-12-31
62139,"1 small package (3 oz)",2017-01-01,2018-12-31
62140,"1 small pancake (3"" dia)",2017-01-01,2018-12-31
62141,"1 small pattie (0.5 oz), York",2017-01-01,2018-12-31
62142,"1 small patty",2017-01-01,2018-12-31
62143,"1 small patty (3.2 oz, raw, 5 patties per lb) (yield after cooking)",2017-01-01,2018-12-31
62144,"1 small patty (3.33 oz, raw, 5 patties per lb) (yield after cooking)",2017-01-01,2018-12-31
62145,"1 small patty with gravy",2017-01-01,2018-12-31
62146,"1 small pear (approx 3 per lb)",2017-01-01,2018-12-31
62147,"1 small pepper",2017-01-01,2018-12-31
62148,"1 small perch (yield after cooking, bone removed)",2017-01-01,2018-12-31
62149,"1 small piece",2017-01-01,2018-12-31
62150,"1 small piece (yield after cooking, bone and coating removed)",2017-01-01,2018-12-31
62151,"1 small piece (yield after cooking, bone and skin removed)",2017-01-01,2018-12-31
62152,"1 small piece (yield after cooking, bone and skin/coating removed)",2017-01-01,2018-12-31
62153,"1 small piece (yield after cooking, bone removed)",2017-01-01,2018-12-31
62154,"1 small piece with sauce",2017-01-01,2018-12-31
62155,"1 small pita (4"" dia)",2017-01-01,2018-12-31
62156,"1 small pitcher (32 fl oz)",2017-01-01,2018-12-31
62157,"1 small pizza (8"" dia)",2017-01-01,2018-12-31
62158,"1 small porgy (yield after cooking, bone removed)",2017-01-01,2018-12-31
62159,"1 small rib (yield after cooking, bone and fat removed)",2017-01-01,2018-12-31
62160,"1 small rib (yield after cooking, bone removed)",2017-01-01,2018-12-31
62161,"1 small round Moon Cake",2017-01-01,2018-12-31
62162,"1 small scoop/dip",2017-01-01,2018-12-31
62163,"1 small shrimp (shelled)",2017-01-01,2018-12-31
62164,"1 small slice",2017-01-01,2018-12-31
62165,"1 small slice (2-1/2"" x 2"" x 1"")",2017-01-01,2018-12-31
62166,"1 small slice (2-1/2"" x 2"" x 1/2"")",2017-01-01,2018-12-31
62167,"1 small slice (3-1/4"" x 2-1/2"" x 1/2"")",2017-01-01,2018-12-31
62168,"1 small snapper (yield after cooking, bone removed)",2017-01-01,2018-12-31
62169,"1 small spear",2017-01-01,2018-12-31
62170,"1 small spot (yield after cooking, bone removed)",2017-01-01,2018-12-31
62171,"1 small square Moon Cake",2017-01-01,2018-12-31
62172,"1 small square cracker",2017-01-01,2018-12-31
62173,"1 small squid",2017-01-01,2018-12-31
62174,"1 small stalk (5"" long)",2017-01-01,2018-12-31
62175,"1 small steak",2017-01-01,2018-12-31
62176,"1 small steak (yield after cooking, bone and fat removed)",2017-01-01,2018-12-31
62177,"1 small steak (yield after cooking, bone removed)",2017-01-01,2018-12-31
62178,"1 small stick  or slice",2017-01-01,2018-12-31
62179,"1 small stick (6-1/4"" long)",2017-01-01,2018-12-31
62180,"1 small stick (approx 4-1/4"" long)",2017-01-01,2018-12-31
62181,"1 small submarine, hoagie roll",2017-01-01,2018-12-31
62182,"1 small tart",2017-01-01,2018-12-31
62183,"1 small thigh (from hen, approx 11 to 13 lb bird) (yield after cooking, bone and skin removed)",2017-01-01,2018-12-31
62184,"1 small thigh (from hen, approx 11 to 13 lb bird) (yield after cooking, bone removed)",2017-01-01,2018-12-31
62185,"1 small thigh (yield after bone and skin removed)",2017-01-01,2018-12-31
62186,"1 small thigh (yield after bone removed)",2017-01-01,2018-12-31
62187,"1 small thigh (yield after cooking, bone and coating removed)",2017-01-01,2018-12-31
62188,"1 small thigh (yield after cooking, bone and skin removed)",2017-01-01,2018-12-31
62189,"1 small thigh (yield after cooking, bone and skin/coating removed)",2017-01-01,2018-12-31
62190,"1 small thigh (yield after cooking, bone removed)",2017-01-01,2018-12-31
62191,"1 small tortilla (approx 4"" dia)",2017-01-01,2018-12-31
62192,"1 small tortilla (approx 6"" dia)",2017-01-01,2018-12-31
62193,"1 small tostone",2017-01-01,2018-12-31
62194,"1 small trout (yield after cooking, bone removed)",2017-01-01,2018-12-31
62195,"1 small wedge (1/8 of small melon)",2017-01-01,2018-12-31
62196,"1 small whiting (yield after cooking, bone removed)",2017-01-01,2018-12-31
62197,"1 small wing (yield after cooking, bone and coating removed)",2017-01-01,2018-12-31
62198,"1 small wing (yield after cooking, bone and skin removed)",2017-01-01,2018-12-31
62199,"1 small wing (yield after cooking, bone and skin/coating removed)",2017-01-01,2018-12-31
62200,"1 small wing (yield after cooking, bone removed)",2017-01-01,2018-12-31
62201,"1 small, Gherkin (2-1/2"" long)",2017-01-01,2018-12-31
62202,"1 small, breaded (4.75 oz, with bone, raw) (yield after cooking, bone and fat removed)",2017-01-01,2018-12-31
62203,"1 small, breaded (4.75 oz, with bone, raw) (yield after cooking, bone removed)",2017-01-01,2018-12-31
62204,"1 smelt (yield after cooking, bone removed)",2017-01-01,2018-12-31
62205,"1 smokie (8 per 12 oz package)",2017-01-01,2018-12-31
62206,"1 snack size (4 oz)",2017-01-01,2018-12-31
62207,"1 snack size 3 Musketeer bar (.75 fl oz)",2017-01-01,2018-12-31
62208,"1 snack stick",2017-01-01,2018-12-31
62209,"1 snail",2017-01-01,2018-12-31
62210,"1 snow cone",2017-01-01,2018-12-31
62211,"1 snow crab leg (cooked, shell removed)",2017-01-01,2018-12-31
62212,"1 snow crab, body section with 3 legs, cooked, shell removed",2017-01-01,2018-12-31
62213,"1 snowshoe (2 lb, raw, dressed) (yield after cooking, bone removed)",2017-01-01,2018-12-31
62214,"1 soda (10 fl oz)",2017-01-01,2018-12-31
62215,"1 sopaipilla (1 1/2"" x 1 1/2"")",2017-01-01,2018-12-31
62216,"1 spear",2017-01-01,2018-12-31
62217,"1 spear (about 5"" long)",2017-01-01,2018-12-31
62218,"1 spear tip",2017-01-01,2018-12-31
62219,"1 spear, Gherkin",2017-01-01,2018-12-31
62220,"1 spiny or rock lobster tail (8 oz) frozen (yield after cooking, shell removed)",2017-01-01,2018-12-31
62221,"1 spot fillet (4-1/2"" x 2"" x 3/8"")",2017-01-01,2018-12-31
62222,"1 sprig",2017-01-01,2018-12-31
62223,"1 sprout",2017-01-01,2018-12-31
62224,"1 square",2017-01-01,2018-12-31
62225,"1 square cornbread (7-1/2"" x 7-1/2"" x 1-1/2"")",2017-01-01,2018-12-31
62226,"1 square cornbread (8""-9"" dia)",2017-01-01,2018-12-31
62227,"1 square cornbread (8""-9"" pan)",2017-01-01,2018-12-31
62228,"1 square cracker",2017-01-01,2018-12-31
62229,"1 square or cube",2017-01-01,2018-12-31
62230,"1 square waffle (4"" square) (include frozen)",2017-01-01,2018-12-31
62231,"1 square waffle (9"" square)",2017-01-01,2018-12-31
62232,"1 squash yields",2017-01-01,2018-12-31
62233,"1 squid",2017-01-01,2018-12-31
62234,"1 stalk",2017-01-01,2018-12-31
62235,"1 steak (yield after cooking, bone and fat removed)",2017-01-01,2018-12-31
62236,"1 steak (yield after cooking, bone removed)",2017-01-01,2018-12-31
62237,"1 steak with gravy",2017-01-01,2018-12-31
62238,"1 steak, NFS",2017-01-01,2018-12-31
62239,"1 stick",2017-01-01,2018-12-31
62240,"1 stick (1.55 oz)",2017-01-01,2018-12-31
62241,"1 stick (2-1/2"" x 5/8"" x 1/2"")",2017-01-01,2018-12-31
62242,"1 stick (3 oz)",2017-01-01,2018-12-31
62243,"1 stick (3"" long)",2017-01-01,2018-12-31
62244,"1 stick (3"" x 3/4"")",2017-01-01,2018-12-31
62245,"1 stick (4"" x 1"" x 1/2"")",2017-01-01,2018-12-31
62246,"1 stick (4-5/8"" long)",2017-01-01,2018-12-31
62247,"1 stick (7 per lb)",2017-01-01,2018-12-31
62248,"1 stick (7-1/4"" long)",2017-01-01,2018-12-31
62249,"1 stick (approx 8"" long)",2017-01-01,2018-12-31
62250,"1 stick or slice, NFS",2017-01-01,2018-12-31
62251,"1 stick, 4"" long",2017-01-01,2018-12-31
62252,"1 strip",2017-01-01,2018-12-31
62253,"1 strip (3"" long)",2017-01-01,2018-12-31
62254,"1 strip (3-1/4"" x 7/8"" x 1/8"")",2017-01-01,2018-12-31
62255,"1 strip or stick (4"" long)",2017-01-01,2018-12-31
62256,"1 strip (4-3/8"" long, 7/8"" wide, 1/16"" thick)",2017-01-01,2018-12-31
62257,"1 strip (approx 4-1/2"" long)",2017-01-01,2018-12-31
62258,"1 steak finger (approximately 3-1/2"" x 3/4"" x 1/2"")",2017-01-01,2018-12-31
62259,"1 strip or slice",2017-01-01,2018-12-31
62260,"1 stuffed cabbage leaf (2"" x 3"" x 1"")",2017-01-01,2018-12-31
62261,"1 stuffed cap",2017-01-01,2018-12-31
62262,"1 stuffed crab",2017-01-01,2018-12-31
62263,"1 stuffed globe",2017-01-01,2018-12-31
62264,"1 stuffed pork chop",2017-01-01,2018-12-31
62265,"1 stuffed shrimp",2017-01-01,2018-12-31
62266,"1 submarine",2017-01-01,2018-12-31
62267,"1 sucker",2017-01-01,2018-12-31
62268,"1 sucker (.8 oz)",2017-01-01,2018-12-31
62269,"1 sucker (1.4 oz)",2017-01-01,2018-12-31
62270,"1 sucker (2 oz)",2017-01-01,2018-12-31
62271,"1 sucker, junior size (.4 oz)",2017-01-01,2018-12-31
62272,"1 sundae",2017-01-01,2018-12-31
62273,"1 sundae (3.5 fl oz)",2017-01-01,2018-12-31
62274,"1 tablet",2017-01-01,2018-12-31
62275,"1 tablet (1/2 grain)",2017-01-01,2018-12-31
62276,"1 tablet (3 oz)",2017-01-01,2018-12-31
62277,"1 taco (4-1/2"" dia)",2017-01-01,2018-12-31
62278,"1 taco burger",2017-01-01,2018-12-31
62279,"1 taco or tostada, NS size",2017-01-01,2018-12-31
62280,"1 tail",2017-01-01,2018-12-31
62281,"1 tail (yield after cooking, bone removed)",2017-01-01,2018-12-31
62282,"1 tail bone",2017-01-01,2018-12-31
62283,"1 tall can (16 oz), drained",2017-01-01,2018-12-31
62284,"1 tamal (6"" x 2"" x 1/2"")",2017-01-01,2018-12-31
62285,"1 tamale",2017-01-01,2018-12-31
62286,"1 tamarind",2017-01-01,2018-12-31
62287,"1 taquito",2017-01-01,2018-12-31
62288,"1 tart",2017-01-01,2018-12-31
62289,"1 tart shell",2017-01-01,2018-12-31
62295,"1 tablespoon dry yields 8 fl oz",2017-01-01,2018-12-31
62296,"1 teacup (6 fl oz)",2017-01-01,2018-12-31
62297,"1 thick slice",2017-01-01,2018-12-31
62298,"1 thick/large slice (1/2"" thick)",2017-01-01,2018-12-31
62299,"1 thick slice (approx 2"" x 1-1/2"" x 3/8"")",2017-01-01,2018-12-31
62300,"1 thick slice (approx 3"" dia x 3/8"")",2017-01-01,2018-12-31
62301,"1 thick slice (approx 3"" x 2"" x 3/8"")",2017-01-01,2018-12-31
62302,"1 thick slice (approx 4-1/2"" x 2-1/2"" x 3/8"")",2017-01-01,2018-12-31
62303,"1 thick slice (yield after cooking)",2017-01-01,2018-12-31
62304,"1 thick slice (yield after cooking, fat removed)",2017-01-01,2018-12-31
62305,"1 thick slice, prepackaged (approx 4-1/8 x 4-1/8 x 3/16)",2017-01-01,2018-12-31
62306,"1 thigh (yield after cooking, bone removed)",2017-01-01,2018-12-31
62307,"1 thin (3-1/4"" x 2-1/4"" x 1/4"")",2017-01-01,2018-12-31
62308,"1 thin slice",2017-01-01,2018-12-31
62309,"1 thin slice (3-1/2"" dia x 1/2"" thick)",2017-01-01,2018-12-31
62310,"1 thin slice (approx 2"" x 1-1/2"" x 1/8"")",2017-01-01,2018-12-31
62311,"1 thin slice (approx 3"" dia x 1/8"")",2017-01-01,2018-12-31
62312,"1 thin slice (approx 3"" x 2"" x 1/8"")",2017-01-01,2018-12-31
62313,"1 thin slice (approx 4-1/2"" x 2-1/2"" x 1/8"")",2017-01-01,2018-12-31
62314,"1 thin slice (yield after cooking)",2017-01-01,2018-12-31
62315,"1 thin slice (yield after cooking, fat removed)",2017-01-01,2018-12-31
62316,"1 thin slice, crust not eaten",2017-01-01,2018-12-31
62317,"1 thin slice, prepackaged (approx 4-1/8 x 4-1/8 x 1/16)",2017-01-01,2018-12-31
62318,"1 thin strip or stick",2017-01-01,2018-12-31
62319,"1 thin wafer",2017-01-01,2018-12-31
62320,"1 tiny shrimp (""popcorn"")",2017-01-01,2018-12-31
62321,"1 toaster muffin",2017-01-01,2018-12-31
62322,"1 tomato",2017-01-01,2018-12-31
62323,"1 tomato (2-3/8"" dia)",2017-01-01,2018-12-31
62324,"1 tomato with filling",2017-01-01,2018-12-31
62325,"1 torte",2017-01-01,2018-12-31
62326,"1 tortilla",2017-01-01,2018-12-31
62327,"1 tortilla (approx 10"" dia)",2017-01-01,2018-12-31
62328,"1 tortilla (approx 12"" dia)",2017-01-01,2018-12-31
62329,"1 tortilla (approx 3"" dia)",2017-01-01,2018-12-31
62330,"1 tortilla (approx 4"" dia)",2017-01-01,2018-12-31
62331,"1 tortilla (approx 5"" dia)",2017-01-01,2018-12-31
62332,"1 tortilla (approx 7"" dia)",2017-01-01,2018-12-31
62333,"1 tortilla (approx 9"" dia)",2017-01-01,2018-12-31
62334,"1 triple cheeseburger",2017-01-01,2018-12-31
62335,"1 trout fillet (5"" x 2-1/2"" x 3/8"")",2017-01-01,2018-12-31
62336,"1 trout fillet (5-1/4"" x 2"" x 3/8"")",2017-01-01,2018-12-31
62337,"1 teaspoon dry yields 6 fl oz",2017-01-01,2018-12-31
62338,"1 teaspoon dry yields 8 fl oz",2017-01-01,2018-12-31
62339,"1 tub",2017-01-01,2018-12-31
62340,"1 tube (6"" x 1/2"" dia) yields",2017-01-01,2018-12-31
62341,"1 tube cake (10"" dia, 4-3/8"" high)",2017-01-01,2018-12-31
62342,"1 tube cake (7"" dia, 2-1/4"" high)",2017-01-01,2018-12-31
62343,"1 tube cake (8-1/2"" dia, 3-1/2"" high)",2017-01-01,2018-12-31
62344,"1 tube cake (10"" dia, 4"" high)",2017-01-01,2018-12-31
62345,"1 turkey cutlet",2017-01-01,2018-12-31
62346,"1 turkish cup (4 fl oz)",2017-01-01,2018-12-31
62347,"1 turnover",2017-01-01,2018-12-31
62348,"1 turtle",2017-01-01,2018-12-31
62349,"1 vending machine cup",2017-01-01,2018-12-31
62350,"1 very thin slice",2017-01-01,2018-12-31
62351,"1 wafer",2017-01-01,2018-12-31
62352,"1 wedge (1.33 oz)",2017-01-01,2018-12-31
62353,"1 wedge (1/4 of medium tomato)",2017-01-01,2018-12-31
62354,"1 wedge (1/8 of 5-1/4"" dia melon)",2017-01-01,2018-12-31
62355,"1 wedge (1/8 of 6"" to 7"" dia melon)",2017-01-01,2018-12-31
62356,"1 wedge (1/8 of one 2"" dia lime)",2017-01-01,2018-12-31
62357,"1 wedge (approx 1/16 of melon)",2017-01-01,2018-12-31
62358,"1 wedge or slice (1/8 of one 2-1/8"" dia lemon)",2017-01-01,2018-12-31
62359,"1 wedge, 1/12 cornbread",2017-01-01,2018-12-31
62360,"1 wheat wafer",2017-01-01,2018-12-31
62361,"1 white",2017-01-01,2018-12-31
62362,"1 whiting fillet (6"" x 2-1/2"" x 3/8"")",2017-01-01,2018-12-31
62363,"1 whiting nugget",2017-01-01,2018-12-31
62364,"1 whole apricot",2017-01-01,2018-12-31
62365,"1 whole apricot with liquid",2017-01-01,2018-12-31
62366,"1 whole pimiento",2017-01-01,2018-12-31
62367,"1 whole, canned",2017-01-01,2018-12-31
62368,"1 whole",2017-01-01,2018-12-31
62369,"1 whoopie pie",2017-01-01,2018-12-31
62370,"1 wine glass (3.5 fl oz)",2017-01-01,2018-12-31
62371,"1 wing (yield after cooking, bone and skin removed)",2017-01-01,2018-12-31
62372,"1 wing (yield after cooking, bone removed)",2017-01-01,2018-12-31
62373,"1 wonton, any size",2017-01-01,2018-12-31
62374,"1 yolk",2017-01-01,2018-12-31
62375,"1"" of banana",2017-01-01,2018-12-31
62376,"1"" wedge",2017-01-01,2018-12-31
62377,"1-3 ring pretzel",2017-01-01,2018-12-31
62378,"1-one ring pretzel",2017-01-01,2018-12-31
62379,"1/2 English muffin",2017-01-01,2018-12-31
62380,"1/2 acorn squash",2017-01-01,2018-12-31
62381,"1/2 bottle",2017-01-01,2018-12-31
62382,"1/2 breast (yield after cooking, bone and skin removed)",2017-01-01,2018-12-31
62383,"1/2 breast (yield after cooking, bone removed)",2017-01-01,2018-12-31
62384,"1/2 chayote (4-1/2"" long x 4"" wide x 1"" thick) (without shell)",2017-01-01,2018-12-31
62385,"1/2 chicken (yield after cooking, bone and skin removed)",2017-01-01,2018-12-31
62386,"1/2 chicken (yield after cooking, bone removed)",2017-01-01,2018-12-31
62387,"1/2 chicken breast with gravy",2017-01-01,2018-12-31
62388,"1/2 chicken breast with sauce",2017-01-01,2018-12-31
62389,"1/2 cup",2017-01-01,2018-12-31
62390,"1/2 cup hard candy",2017-01-01,2018-12-31
62391,"1/2 duck (yield after cooking, bone and skin removed)",2017-01-01,2018-12-31
62392,"1/2 duck (yield after cooking, bone removed)",2017-01-01,2018-12-31
62393,"1/2 extra large egg",2017-01-01,2018-12-31
62394,"1/2 large (approx 4-1/2"" dia)",2017-01-01,2018-12-31
62395,"1/2 large breast (yield after coating, bone removed)",2017-01-01,2018-12-31
62396,"1/2 large breast (yield after cooking, bone and coating removed)",2017-01-01,2018-12-31
62397,"1/2 large breast (yield after cooking, bone and skin removed)",2017-01-01,2018-12-31
62398,"1/2 large breast (yield after cooking, bone and skin/coating removed)",2017-01-01,2018-12-31
62399,"1/2 large breast (yield after cooking, bone removed)",2017-01-01,2018-12-31
62400,"1/2 large egg",2017-01-01,2018-12-31
62401,"1/2 medium (approx 4"" dia)",2017-01-01,2018-12-31
62402,"1/2 medium breast (yield after coating, bone removed)",2017-01-01,2018-12-31
62403,"1/2 medium breast (yield after cooking, bone and coating removed)",2017-01-01,2018-12-31
62404,"1/2 medium breast (yield after cooking, bone and skin removed)",2017-01-01,2018-12-31
62405,"1/2 medium breast (yield after cooking, bone and skin/coating removed)",2017-01-01,2018-12-31
62406,"1/2 medium breast (yield after cooking, bone removed)",2017-01-01,2018-12-31
62407,"1/2 medium egg",2017-01-01,2018-12-31
62408,"1/2 pepper with filling",2017-01-01,2018-12-31
62409,"1/2 pheasant breast (yield after cooking, bone removed)",2017-01-01,2018-12-31
62410,"1/2 plantain (2 slices, 4"" x 3/4"")",2017-01-01,2018-12-31
62411,"1/2 small (approx 3-1/2"" dia)",2017-01-01,2018-12-31
62412,"1/2 small breast (yield after coating, bone removed)",2017-01-01,2018-12-31
62413,"1/2 small breast (yield after cooking, bone and coating removed)",2017-01-01,2018-12-31
62414,"1/2 small breast (yield after cooking, bone and skin removed)",2017-01-01,2018-12-31
62415,"1/2 small breast (yield after cooking, bone and skin/coating removed)",2017-01-01,2018-12-31
62416,"1/2 small breast (yield after cooking, bone removed)",2017-01-01,2018-12-31
62417,"1/2 spring chicken (yield after cooking, bone and skin removed)",2017-01-01,2018-12-31
62418,"1/2 spring chicken (yield after cooking, bone removed)",2017-01-01,2018-12-31
62419,"1/3 cup (makes 1 cup reconstituted milk)",2017-01-01,2018-12-31
62420,"1/4 cup",2017-01-01,2018-12-31
62421,"1/4 cup (66 pieces)",2017-01-01,2018-12-31
62422,"1/4 of 9"" dia pie",2017-01-01,2018-12-31
62423,"10 Cheerios",2017-01-01,2018-12-31
62424,"10 Chiclets",2017-01-01,2018-12-31
62425,"10 Crispy Crowns",2017-01-01,2018-12-31
62426,"10 Mr.Phipps Pretzel Chips",2017-01-01,2018-12-31
62427,"1 Norwegian flatbread cracker (4-3/4"" x 2-3/4"" x 1/16"")",2017-01-01,2018-12-31
62428,"10 Thin Bits",2017-01-01,2018-12-31
62429,"10 Triscuit Bits",2017-01-01,2018-12-31
62430,"10 assorted nuts",2017-01-01,2018-12-31
62431,"10 balls",2017-01-01,2018-12-31
62432,"10 beans",2017-01-01,2018-12-31
62433,"10 beans (4"" long)",2017-01-01,2018-12-31
62434,"10 biscuits",2017-01-01,2018-12-31
62435,"10 bite size pieces",2017-01-01,2018-12-31
62436,"10 bite-size pretzels (Include nibs)",2017-01-01,2018-12-31
62437,"10 blackberries",2017-01-01,2018-12-31
62438,"10 buttons",2017-01-01,2018-12-31
62439,"10 cantaloupe balls",2017-01-01,2018-12-31
62440,"10 cherries",2017-01-01,2018-12-31
62441,"10 chips",2017-01-01,2018-12-31
62442,"10 combos",2017-01-01,2018-12-31
62443,"10 crinkle cuts",2017-01-01,2018-12-31
62444,"10 curls",2017-01-01,2018-12-31
62445,"10 extra large",2017-01-01,2018-12-31
62446,"10 fresh",2017-01-01,2018-12-31
62447,"10 frozen, heated",2017-01-01,2018-12-31
62448,"10 giant",2017-01-01,2018-12-31
62449,"10 gumdrops",2017-01-01,2018-12-31
62450,"10 gummy bears",2017-01-01,2018-12-31
62451,"10 gummy dinosaurs",2017-01-01,2018-12-31
62452,"10 gummy fish",2017-01-01,2018-12-31
62453,"10 gummy worms",2017-01-01,2018-12-31
62454,"10 honeydew balls",2017-01-01,2018-12-31
62455,"10 kernels",2017-01-01,2018-12-31
62456,"10 large",2017-01-01,2018-12-31
62457,"10 large rings (3"" - 4"" dia)",2017-01-01,2018-12-31
62458,"10 medium",2017-01-01,2018-12-31
62459,"10 medium rings (2"" - 3"" dia)",2017-01-01,2018-12-31
62460,"10 miniatures",2017-01-01,2018-12-31
62461,"10 nuts",2017-01-01,2018-12-31
62462,"10 nuts or nuggets",2017-01-01,2018-12-31
62463,"10 oz frozen package yields",2017-01-01,2018-12-31
62464,"10 pea pods",2017-01-01,2018-12-31
62465,"10 peas",2017-01-01,2018-12-31
62466,"10 pieces",2017-01-01,2018-12-31
62467,"10 pieces (1 oz)",2017-01-01,2018-12-31
62468,"10 pretzel sticks (2-1/2"" long x 1/8"" dia)",2017-01-01,2018-12-31
62469,"10 puffs",2017-01-01,2018-12-31
62470,"10 raspberries",2017-01-01,2018-12-31
62471,"10 raspberries with liquid",2017-01-01,2018-12-31
62472,"10 rings",2017-01-01,2018-12-31
62473,"10 sections",2017-01-01,2018-12-31
62474,"10 shoestrings",2017-01-01,2018-12-31
62475,"10 shrimp",2017-01-01,2018-12-31
62476,"10 slices",2017-01-01,2018-12-31
62477,"10 small",2017-01-01,2018-12-31
62478,"10 small rings (1"" - 2"" dia)",2017-01-01,2018-12-31
62479,"10 snowpeas",2017-01-01,2018-12-31
62480,"10 spoon size pieces",2017-01-01,2018-12-31
62481,"10 sprigs",2017-01-01,2018-12-31
62482,"10 steak cut/dinner fries",2017-01-01,2018-12-31
62483,"10 sticks",2017-01-01,2018-12-31
62484,"10 straight cuts",2017-01-01,2018-12-31
62485,"10 strips",2017-01-01,2018-12-31
62486,"10 strips (1"" to 2"")",2017-01-01,2018-12-31
62487,"10 strips (2"" to 3-1/2"")",2017-01-01,2018-12-31
62488,"10 strips (3-1/2"" to 4"")",2017-01-01,2018-12-31
